CODGEO,LIBGEO,LIBEPCI,DEP,REG
27238,Ferrières-Haut-Clocher,CC du Pays de Conches,27,28
27239,Ferrières-Saint-Hilaire,CC Intercom Bernay Terres de Normandie,27,28
27240,La Ferrière-sur-Risle,CC du Pays de Conches,27,28
27241,Feuguerolles,CC du Pays du Neubourg,27,28
27242,Le Fidelaire,CC du Pays de Conches,27,28
27243,Fiquefleur-Équainville,CC du Pays de Honfleur-Beuzeville,27,28
27245,Fleury-la-Forêt,CC Lyons Andelle,27,28
27246,Fleury-sur-Andelle,CC Lyons Andelle,27,28
27247,Flipou,CC Lyons Andelle,27,28
27248,Folleville,CC Lieuvin Pays d'Auge,27,28
27249,Fontaine-Bellenger,CA Seine-Eure,27,28
27251,Fontaine-l'Abbé,CC Intercom Bernay Terres de Normandie,27,28
27252,Fontaine-la-Louvet,CC Lieuvin Pays d'Auge,27,28
27254,Fontaine-sous-Jouy,CA Evreux Portes de Normandie,27,28
27256,La Forêt-du-Parc,CA Evreux Portes de Normandie,27,28
27258,Fort-Moville,CC Lieuvin Pays d'Auge,27,28
27259,Foucrainville,CA Evreux Portes de Normandie,27,28
27260,Foulbec,CC du Pays de Honfleur-Beuzeville,27,28
27261,Fouqueville,CC du Pays du Neubourg,27,28
27263,Le Perrey,CC de Pont-Audemer / Val de Risle,27,28
27266,Franqueville,CC Intercom Bernay Terres de Normandie,27,28
27267,Freneuse-sur-Risle,CC de Pont-Audemer / Val de Risle,27,28
27269,Fresne-Cauverville,CC Lieuvin Pays d'Auge,27,28
27271,Fresney,CA Evreux Portes de Normandie,27,28
27273,Gadencourt,CA Seine Normandie Agglomération,27,28
27275,Gaillon,CA Seine-Eure,27,28
27276,Gamaches-en-Vexin,CC du Vexin Normand,27,28
27277,La Baronnie,CA Evreux Portes de Normandie,27,28
27278,Garennes-sur-Eure,CA Evreux Portes de Normandie,27,28
27279,Gasny,CA Seine Normandie Agglomération,27,28
27280,Gauciel,CA Evreux Portes de Normandie,27,28
27281,Gaudreville-la-Rivière,CC du Pays de Conches,27,28
27282,Gauville-la-Campagne,CA Evreux Portes de Normandie,27,28
27284,Gisors,CC du Vexin Normand,27,28
27285,Giverny,CA Seine Normandie Agglomération,27,28
27286,Giverville,CC Lieuvin Pays d'Auge,27,28
27287,Glisolles,CC du Pays de Conches,27,28
27288,Glos-sur-Risle,CC de Pont-Audemer / Val de Risle,27,28
27289,La Goulafrière,CC Intercom Bernay Terres de Normandie,27,28
27290,Goupil-Othon,CC Intercom Bernay Terres de Normandie,27,28
27291,Gournay-le-Guérin,CC Interco Normandie Sud Eure,27,28
27294,Val d'Orger,CC Lyons Andelle,27,28
27295,Grand-Camp,CC Intercom Bernay Terres de Normandie,27,28
27298,Graveron-Sémerville,CC du Pays du Neubourg,27,28
27299,Gravigny,CA Evreux Portes de Normandie,27,28
27300,Grosley-sur-Risle,CC Intercom Bernay Terres de Normandie,27,28
27301,Grossœuvre,CA Evreux Portes de Normandie,27,28
27302,Le Bosc du Theil,CC du Pays du Neubourg,27,28
27304,Guerny,CC du Vexin Normand,27,28
27306,Guichainville,CA Evreux Portes de Normandie,27,28
27307,Guiseniers,CA Seine Normandie Agglomération,27,28
27309,L'Habit,CA Evreux Portes de Normandie,27,28
27310,Hacqueville,CC du Vexin Normand,27,28
27311,Harcourt,CC Intercom Bernay Terres de Normandie,27,28
27312,Hardencourt-Cocherel,CA Seine Normandie Agglomération,27,28
27313,La Harengère,CA Seine-Eure,27,28
27315,Harquency,CA Seine Normandie Agglomération,27,28
27316,Hauville,CC Roumois Seine,27,28
27317,La Haye-Aubrée,CC Roumois Seine,27,28
27318,La Haye-de-Calleville,CC Intercom Bernay Terres de Normandie,27,28
27319,La Haye-de-Routot,CC Roumois Seine,27,28
27320,La Haye-du-Theil,CC du Pays du Neubourg,27,28
27321,La Haye-le-Comte,CA Seine-Eure,27,28
27322,La Haye-Malherbe,CA Seine-Eure,27,28
27323,La Haye-Saint-Sylvestre,CC Interco Normandie Sud Eure,27,28
27324,Hébécourt,CC du Vexin Normand,27,28
27325,Hecmanville,CC Intercom Bernay Terres de Normandie,27,28
27326,Hécourt,CA Seine Normandie Agglomération,27,28
27327,Hectomare,CC du Pays du Neubourg,27,28
27329,Hennezis,CA Seine Normandie Agglomération,27,28
27330,Herqueville,CA Seine-Eure,27,28
27331,Heubécourt-Haricourt,CA Seine Normandie Agglomération,27,28
27332,Heudebouville,CA Seine-Eure,27,28
27333,Heudicourt,CC du Vexin Normand,27,28
27334,Heudreville-en-Lieuvin,CC Lieuvin Pays d'Auge,27,28
27335,Heudreville-sur-Eure,CA Seine-Eure,27,28
27336,La Heunière,CA Seine Normandie Agglomération,27,28
27337,Heuqueville,CA Seine Normandie Agglomération,27,28
27338,Les Hogues,CC Lyons Andelle,27,28
27339,Hondouville,CC du Pays du Neubourg,27,28
27340,Honguemare-Guenouville,CC Roumois Seine,27,28
27341,L'Hosmes,CC Interco Normandie Sud Eure,27,28
27342,Houetteville,CC du Pays du Neubourg,27,28
27343,Houlbec-Cocherel,CA Seine Normandie Agglomération,27,28
27345,La Houssaye,CC Intercom Bernay Terres de Normandie,27,28
27346,Houville-en-Vexin,CC Lyons Andelle,27,28
27347,Huest,CA Evreux Portes de Normandie,27,28
27348,Igoville,CA Seine-Eure,27,28
27349,Illeville-sur-Montfort,CC de Pont-Audemer / Val de Risle,27,28
27350,Illiers-l'Évêque,CA Evreux Portes de Normandie,27,28
27351,Incarville,CA Seine-Eure,27,28
27353,Irreville,CA Evreux Portes de Normandie,27,28
27354,Iville,CC du Pays du Neubourg,27,28
27355,Ivry-la-Bataille,CA du Pays de Dreux,27,28
27358,Jouy-sur-Eure,CA Evreux Portes de Normandie,27,28
27359,Juignettes,CC Interco Normandie Sud Eure,27,28
27360,Jumelles,CA Evreux Portes de Normandie,27,28
27361,La Lande-Saint-Léger,CC Lieuvin Pays d'Auge,27,28
27363,Le Landin,CC Roumois Seine,27,28
27364,Launay,CC Intercom Bernay Terres de Normandie,27,28
27365,Léry,CA Seine-Eure,27,28
27366,Letteguives,CC Lyons Andelle,27,28
27367,Lieurey,CC Lieuvin Pays d'Auge,27,28
27368,Lignerolles,CA Evreux Portes de Normandie,27,28
27369,Lilly,CC Lyons Andelle,27,28
27370,Lisors,CC Lyons Andelle,27,28
27371,Livet-sur-Authou,CC Intercom Bernay Terres de Normandie,27,28
27372,Longchamps,CC du Vexin Normand,27,28
27373,Lorleau,CC Lyons Andelle,27,28
27374,Louversey,CC du Pays de Conches,27,28
27375,Louviers,CA Seine-Eure,27,28
27376,Louye,CA du Pays de Dreux,27,28
27377,Lyons-la-Forêt,CC Lyons Andelle,27,28
27378,La Madeleine-de-Nonancourt,CA du Pays de Dreux,27,28
27379,Mainneville,CC du Vexin Normand,27,28
27380,Malleville-sur-le-Bec,CC Intercom Bernay Terres de Normandie,27,28
27381,Malouy,CC Lieuvin Pays d'Auge,27,28
27382,Mandeville,CA Seine-Eure,27,28
27383,Mandres,CC Interco Normandie Sud Eure,27,28
27384,Manneville-la-Raoult,CC du Pays de Honfleur-Beuzeville,27,28
27385,Manneville-sur-Risle,CC de Pont-Audemer / Val de Risle,27,28
27386,Le Manoir,CA Seine-Eure,27,28
27388,Marais-Vernier,CC de Pont-Audemer / Val de Risle,27,28
27389,Marbeuf,CC du Pays du Neubourg,27,28
27390,Marcilly-la-Campagne,CA Evreux Portes de Normandie,27,28
27391,Marcilly-sur-Eure,CA Evreux Portes de Normandie,27,28
27392,Martagny,CC du Vexin Normand,27,28
27393,Martainville,CC Lieuvin Pays d'Auge,27,28
27394,Martot,CA Seine-Eure,27,28
27395,Mélicourt,CC Intercom Bernay Terres de Normandie,27,28
27396,Ménesqueville,CC Lyons Andelle,27,28
27397,Ménilles,CA Seine Normandie Agglomération,27,28
27398,Menneval,CC Intercom Bernay Terres de Normandie,27,28
27399,Mercey,CA Seine Normandie Agglomération,27,28
27400,Merey,CA Seine Normandie Agglomération,27,28
27401,Le Mesnil-Fuguet,CA Evreux Portes de Normandie,27,28
27403,Le Mesnil-Jourdain,CA Seine-Eure,27,28
27404,Mesnil-Rousset,CC Intercom Bernay Terres de Normandie,27,28
27405,Mesnil-sous-Vienne,CC du Vexin Normand,27,28
27406,Mesnil-sur-l'Estrée,CA Evreux Portes de Normandie,27,28
27407,Mesnil-Verclives,CA Seine Normandie Agglomération,27,28
27408,Mézières-en-Vexin,CA Seine Normandie Agglomération,27,28
27410,Miserey,CA Evreux Portes de Normandie,27,28
27411,Moisville,CA Evreux Portes de Normandie,27,28
27412,Terres de Bord,CA Seine-Eure,27,28
27413,Montfort-sur-Risle,CC de Pont-Audemer / Val de Risle,27,28
27414,Montreuil-l'Argillé,CC Intercom Bernay Terres de Normandie,27,28
27415,Morainville-Jouveaux,CC Lieuvin Pays d'Auge,27,28
27417,Morgny,CC du Vexin Normand,27,28
27418,Morsan,CC Intercom Bernay Terres de Normandie,27,28
27419,Mouettes,CA Evreux Portes de Normandie,27,28
27420,Mouflaines,CC du Vexin Normand,27,28
27421,Mousseaux-Neuville,CA Evreux Portes de Normandie,27,28
27422,Muids,CA Seine Normandie Agglomération,27,28
27423,Muzy,CA Evreux Portes de Normandie,27,28
27424,Nagel-Séez-Mesnil,CC du Pays de Conches,27,28
27425,Nassandres sur Risle,CC Intercom Bernay Terres de Normandie,27,28
27426,Neaufles-Saint-Martin,CC du Vexin Normand,27,28
27427,Neaufles-Auvergny,CC Interco Normandie Sud Eure,27,28
27428,Le Neubourg,CC du Pays du Neubourg,27,28
27429,Neuilly,CA Seine Normandie Agglomération,27,28
27430,La Neuve-Grange,CC du Vexin Normand,27,28
27431,La Neuve-Lyre,CC Interco Normandie Sud Eure,27,28
27432,La Neuville-du-Bosc,CC Intercom Bernay Terres de Normandie,27,28
27433,Neuville-sur-Authou,CC Intercom Bernay Terres de Normandie,27,28
27434,Noards,CC Lieuvin Pays d'Auge,27,28
27435,La Noë-Poulain,CC Lieuvin Pays d'Auge,27,28
27436,Nogent-le-Sec,CC du Pays de Conches,27,28
27437,Nojeon-en-Vexin,CC du Vexin Normand,27,28
27438,Nonancourt,CA du Pays de Dreux,27,28
27439,Normanville,CA Evreux Portes de Normandie,27,28
27440,Notre-Dame-de-l'Isle,CA Seine Normandie Agglomération,27,28
27441,Notre-Dame-d'Épine,CC Intercom Bernay Terres de Normandie,27,28
27442,Notre-Dame-du-Hamel,CC Intercom Bernay Terres de Normandie,27,28
27444,Le Noyer-en-Ouche,CC Intercom Bernay Terres de Normandie,27,28
27445,Noyers,CC du Vexin Normand,27,28
27446,Ormes,CC du Pays de Conches,27,28
27447,Le Val-Doré,CC du Pays de Conches,27,28
27448,Pacy-sur-Eure,CA Seine Normandie Agglomération,27,28
27451,Parville,CA Evreux Portes de Normandie,27,28
27453,Perriers-sur-Andelle,CC Lyons Andelle,27,28
27454,Perruel,CC Lyons Andelle,27,28
27455,Piencourt,CC Lieuvin Pays d'Auge,27,28
27456,Pinterville,CA Seine-Eure,27,28
27457,Piseux,CC Interco Normandie Sud Eure,27,28
27458,Pîtres,CA Seine-Eure,27,28
27459,Les Places,CC Lieuvin Pays d'Auge,27,28
27460,Plainville,CC Intercom Bernay Terres de Normandie,27,28
27462,Le Planquay,CC Lieuvin Pays d'Auge,27,28
27463,Plasnes,CC Intercom Bernay Terres de Normandie,27,28
27464,Le Plessis-Grohan,CA Evreux Portes de Normandie,27,28
27465,Le Plessis-Hébert,CA Seine Normandie Agglomération,27,28
27466,Le Plessis-Sainte-Opportune,CC Intercom Bernay Terres de Normandie,27,28
27467,Pont-Audemer,CC de Pont-Audemer / Val de Risle,27,28
27468,Pont-Authou,CC de Pont-Audemer / Val de Risle,27,28
27469,Pont-de-l'Arche,CA Seine-Eure,27,28
27470,Pont-Saint-Pierre,CC Lyons Andelle,27,28
27471,Porte-de-Seine,CA Seine-Eure,27,28
27472,Portes,CC du Pays de Conches,27,28
27473,Port-Mort,CA Seine Normandie Agglomération,27,28
27474,Poses,CA Seine-Eure,27,28
27475,La Poterie-Mathieu,CC Lieuvin Pays d'Auge,27,28
27476,Les Préaux,CC de Pont-Audemer / Val de Risle,27,28
27477,Pressagny-l'Orgueilleux,CA Seine Normandie Agglomération,27,28
27478,Prey,CA Evreux Portes de Normandie,27,28
27480,Puchay,CC du Vexin Normand,27,28
27481,Pullay,CC Interco Normandie Sud Eure,27,28
27482,La Pyle,CC du Pays du Neubourg,27,28
27483,Quatremare,CA Seine-Eure,27,28
27485,Quillebeuf-sur-Seine,CC de Pont-Audemer / Val de Risle,27,28
27486,Quittebeuf,CC du Pays du Neubourg,27,28
27487,Radepont,CC Lyons Andelle,27,28
27488,Renneville,CC Lyons Andelle,27,28
27489,Reuilly,CA Evreux Portes de Normandie,27,28
27490,Richeville,CC du Vexin Normand,27,28
27492,Romilly-la-Puthenaye,CC Intercom Bernay Terres de Normandie,27,28
27493,Romilly-sur-Andelle,CC Lyons Andelle,27,28
27495,La Roquette,CA Seine Normandie Agglomération,27,28
27496,Rosay-sur-Lieure,CC Lyons Andelle,27,28
27497,Rougemontiers,CC de Pont-Audemer / Val de Risle,27,28
27498,Rouge-Perriers,CC Intercom Bernay Terres de Normandie,27,28
27500,Routot,CC de Pont-Audemer / Val de Risle,27,28
27501,Rouvray,CA Seine Normandie Agglomération,27,28
27502,Rugles,CC Interco Normandie Sud Eure,27,28
27504,Sacquenville,CA Evreux Portes de Normandie,27,28
27505,Saint-Agnan-de-Cernières,CC Intercom Bernay Terres de Normandie,27,28
27507,Saint-André-de-l'Eure,CA Evreux Portes de Normandie,27,28
27508,Saint-Antonin-de-Sommaire,CC Interco Normandie Sud Eure,27,28
27511,Saint-Aubin-d'Écrosville,CC du Pays du Neubourg,27,28
27512,Saint-Aubin-de-Scellon,CC Lieuvin Pays d'Auge,27,28
27514,Saint-Aubin-du-Thenney,CC Intercom Bernay Terres de Normandie,27,28
27516,Treis-Sants-en-Ouche,CC Intercom Bernay Terres de Normandie,27,28
27517,Saint-Aubin-sur-Gaillon,CA Seine-Eure,27,28
27518,Saint-Aubin-sur-Quillebeuf,CC Roumois Seine,27,28
27520,Saint-Benoît-des-Ombres,CC Lieuvin Pays d'Auge,27,28
27521,Saint-Christophe-sur-Avre,CC Interco Normandie Sud Eure,27,28
27522,Saint-Christophe-sur-Condé,CC Lieuvin Pays d'Auge,27,28
27524,Sainte-Colombe-la-Commanderie,CC du Pays du Neubourg,27,28
27525,Sainte-Colombe-près-Vernon,CA Seine Normandie Agglomération,27,28
27527,Saint-Cyr-de-Salerne,CC Intercom Bernay Terres de Normandie,27,28
27528,Le Vaudreuil,CA Seine-Eure,27,28
27529,Saint-Cyr-la-Campagne,CA Seine-Eure,27,28
27530,Saint-Denis-d'Augerons,CC Intercom Bernay Terres de Normandie,27,28
27531,Saint-Denis-des-Monts,CC Roumois Seine,27,28
27533,Saint-Denis-le-Ferment,CC du Vexin Normand,27,28
27534,Saint-Didier-des-Bois,CA Seine-Eure,27,28
27535,Saint-Élier,CC du Pays de Conches,27,28
27536,Saint-Éloi-de-Fourques,CC Intercom Bernay Terres de Normandie,27,28
27537,Saint-Étienne-du-Vauvray,CA Seine-Eure,27,28
27538,Saint-Étienne-l'Allier,CC Lieuvin Pays d'Auge,27,28
27539,Saint-Étienne-sous-Bailleul,CA Seine-Eure,27,28
27540,Sainte-Geneviève-lès-Gasny,CA Seine Normandie Agglomération,27,28
27541,Le Mesnil-Saint-Jean,CC Lieuvin Pays d'Auge,27,28
27542,Saint-Georges-du-Vièvre,CC Lieuvin Pays d'Auge,27,28
27543,Saint-Georges-Motel,CA du Pays de Dreux,27,28
27544,Saint-Germain-de-Fresney,CA Evreux Portes de Normandie,27,28
27545,Saint-Germain-de-Pasquier,CA Seine-Eure,27,28
27546,Saint-Germain-des-Angles,CA Evreux Portes de Normandie,27,28
27547,Saint-Germain-la-Campagne,CC Lieuvin Pays d'Auge,27,28
27548,Saint-Germain-sur-Avre,CA Evreux Portes de Normandie,27,28
27550,Saint-Grégoire-du-Vièvre,CC Lieuvin Pays d'Auge,27,28
27552,Saint-Jean-du-Thenney,CC Intercom Bernay Terres de Normandie,27,28
27553,Saint-Julien-de-la-Liègue,CA Seine-Eure,27,28
27554,La Chapelle-Longueville,CA Seine Normandie Agglomération,27,28
27555,Saint-Laurent-des-Bois,CA Evreux Portes de Normandie,27,28
27556,Saint-Laurent-du-Tencement,CC Intercom Bernay Terres de Normandie,27,28
27557,Saint-Léger-de-Rôtes,CC Intercom Bernay Terres de Normandie,27,28
27558,Saint-Léger-du-Gennetey,CC Roumois Seine,27,28
27560,Saint-Luc,CA Evreux Portes de Normandie,27,28
27561,Saint-Maclou,CC du Pays de Honfleur-Beuzeville,27,28
27562,Saint-Marcel,CA Seine Normandie Agglomération,27,28
27563,Saint-Mards-de-Blacarville,CC de Pont-Audemer / Val de Risle,27,28
27564,Saint-Mards-de-Fresne,CC Lieuvin Pays d'Auge,27,28
27565,Le Lesme,CC Interco Normandie Sud Eure,27,28
27567,Sainte-Marie-de-Vatimesnil,CC du Vexin Normand,27,28
27568,Sainte-Marthe,CC du Pays de Conches,27,28
27569,Saint-Martin-du-Tilleul,CC Intercom Bernay Terres de Normandie,27,28
27570,Saint-Martin-la-Campagne,CA Evreux Portes de Normandie,27,28
27571,Saint-Martin-Saint-Firmin,CC Lieuvin Pays d'Auge,27,28
27572,Saint-Meslin-du-Bosc,CC du Pays du Neubourg,27,28
27576,Sainte-Opportune-du-Bosc,CC du Pays du Neubourg,27,28
27577,Sainte-Opportune-la-Mare,CC Roumois Seine,27,28
27578,Sainte-Marie-d'Attez,CC Interco Normandie Sud Eure,27,28
27579,Saint-Ouen-de-Pontcheuil,CC Roumois Seine,27,28
27580,Saint-Ouen-de-Thouberville,CC Roumois Seine,27,28
27582,Saint-Ouen-du-Tilleul,CC Roumois Seine,27,28
27584,Saint-Paul-de-Fourques,CC Intercom Bernay Terres de Normandie,27,28
27586,Saint-Philbert-sur-Boissey,CC Roumois Seine,27,28
27587,Saint-Philbert-sur-Risle,CC de Pont-Audemer / Val de Risle,27,28
27589,Saint-Pierre-de-Bailleul,CA Seine-Eure,27,28
27590,Saint-Pierre-de-Cernières,CC Intercom Bernay Terres de Normandie,27,28
27591,Saint-Pierre-de-Cormeilles,CC Lieuvin Pays d'Auge,27,28
27592,Saint-Pierre-de-Salerne,CC Intercom Bernay Terres de Normandie,27,28
27593,Saint-Pierre-des-Fleurs,CC Roumois Seine,27,28
27594,Saint-Pierre-des-Ifs,CC Lieuvin Pays d'Auge,27,28
27595,Saint-Pierre-du-Bosguérard,CC Roumois Seine,27,28
27597,Saint-Pierre-du-Val,CC du Pays de Honfleur-Beuzeville,27,28
27598,Saint-Pierre-du-Vauvray,CA Seine-Eure,27,28
27599,Saint-Pierre-la-Garenne,CA Seine-Eure,27,28
27601,Saint-Samson-de-la-Roque,CC de Pont-Audemer / Val de Risle,27,28
27602,Saint-Sébastien-de-Morsent,CA Evreux Portes de Normandie,27,28
27603,Saint-Siméon,CC Lieuvin Pays d'Auge,27,28
27604,Saint-Sulpice-de-Grimbouville,CC du Pays de Honfleur-Beuzeville,27,28
27605,Saint-Sylvestre-de-Cormeilles,CC Lieuvin Pays d'Auge,27,28
27606,Saint-Symphorien,CC de Pont-Audemer / Val de Risle,27,28
27608,Saint-Victor-de-Chrétienville,CC Intercom Bernay Terres de Normandie,27,28
27609,Saint-Victor-d'Épine,CC Intercom Bernay Terres de Normandie,27,28
27610,Saint-Victor-sur-Avre,CC Interco Normandie Sud Eure,27,28
27611,Saint-Vigor,CA Evreux Portes de Normandie,27,28
27612,Saint-Vincent-des-Bois,CA Seine Normandie Agglomération,27,28
27613,Saint-Vincent-du-Boulay,CC Lieuvin Pays d'Auge,27,28
27614,Sancourt,CC du Vexin Normand,27,28
27615,Sassey,CA Evreux Portes de Normandie,27,28
27616,La Saussaye,CA Seine-Eure,27,28
27617,Saussay-la-Campagne,CC du Vexin Normand,27,28
27618,Sébécourt,CC du Pays de Conches,27,28
27620,Selles,CC de Pont-Audemer / Val de Risle,27,28
27621,Serez,CA Evreux Portes de Normandie,27,28
27622,Serquigny,CC Intercom Bernay Terres de Normandie,27,28
27623,Surtauville,CA Seine-Eure,27,28
27624,Surville,CA Seine-Eure,27,28
27625,Suzay,CA Seine Normandie Agglomération,27,28
27627,Le Theil-Nolent,CC Lieuvin Pays d'Auge,27,28
27629,Thiberville,CC Lieuvin Pays d'Auge,27,28
27630,Thibouville,CC Intercom Bernay Terres de Normandie,27,28
27631,Thierville,CC de Pont-Audemer / Val de Risle,27,28
27632,Le Thil,CC du Vexin Normand,27,28
27633,Les Thilliers-en-Vexin,CC du Vexin Normand,27,28
27635,Le Thuit,CA Seine Normandie Agglomération,27,28
27638,Le Thuit de l'Oison,CC Roumois Seine,27,28
27640,Tilleul-Dame-Agnès,CC du Pays de Conches,27,28
27641,Le Tilleul-Lambert,CC du Pays du Neubourg,27,28
27643,Tillières-sur-Avre,CC Interco Normandie Sud Eure,27,28
27644,Tilly,CA Seine Normandie Agglomération,27,28
27645,Tocqueville,CC Roumois Seine,27,28
27646,Le Torpt,CC Lieuvin Pays d'Auge,27,28
27649,Touffreville,CC Lyons Andelle,27,28
27650,Tournedos-Bois-Hubert,CC du Pays du Neubourg,27,28
27652,Tourneville,CA Evreux Portes de Normandie,27,28
27654,Tourville-la-Campagne,CC du Pays du Neubourg,27,28
27655,Tourville-sur-Pont-Audemer,CC de Pont-Audemer / Val de Risle,27,28
27656,Toutainville,CC de Pont-Audemer / Val de Risle,27,28
27658,Le Tremblay-Omonville,CC du Pays du Neubourg,27,28
27659,La Trinité,CA Evreux Portes de Normandie,27,28
27660,La Trinité-de-Réville,CC Intercom Bernay Terres de Normandie,27,28
27661,La Trinité-de-Thouberville,CC Roumois Seine,27,28
27662,Triqueville,CC de Pont-Audemer / Val de Risle,27,28
27663,Le Troncq,CC du Pays du Neubourg,27,28
27664,Le Tronquay,CC Lyons Andelle,27,28
27665,Trouville-la-Haule,CC Roumois Seine,27,28
27666,La Vacherie,CA Seine-Eure,27,28
27667,Valailles,CC Intercom Bernay Terres de Normandie,27,28
27668,Le Val-David,CA Evreux Portes de Normandie,27,28
27669,Valletot,CC Roumois Seine,27,28
27670,Vandrimare,CC Lyons Andelle,27,28
27671,Vannecrocq,CC Lieuvin Pays d'Auge,27,28
27672,Vascœuil,CC Lyons Andelle,27,28
27673,Vatteville,CA Seine Normandie Agglomération,27,28
27674,Vaux-sur-Eure,CA Seine Normandie Agglomération,27,28
27676,Les Trois Lacs,CA Seine-Eure,27,28
27677,Venon,CC du Pays du Neubourg,27,28
27678,Les Ventes,CA Evreux Portes de Normandie,27,28
27679,Verneuil d'Avre et d'Iton,CC Interco Normandie Sud Eure,27,28
27680,Verneusses,CC Intercom Bernay Terres de Normandie,27,28
27681,Vernon,CA Seine Normandie Agglomération,27,28
27682,Vesly,CC du Vexin Normand,27,28
27683,Vézillon,CA Seine Normandie Agglomération,27,28
27684,Le Vieil-Évreux,CA Evreux Portes de Normandie,27,28
27685,La Vieille-Lyre,CC Interco Normandie Sud Eure,27,28
27686,Vieux-Port,CC Roumois Seine,27,28
27689,Villegats,CA Seine Normandie Agglomération,27,28
27690,Villers-en-Vexin,CC du Vexin Normand,27,28
27691,Villers-sur-le-Roule,CA Seine-Eure,27,28
27692,Villettes,CC du Pays du Neubourg,27,28
27693,Sylvains-Lès-Moulins,CC Interco Normandie Sud Eure,27,28
27694,Villez-sous-Bailleul,CA Seine Normandie Agglomération,27,28
27695,Villez-sur-le-Neubourg,CC du Pays du Neubourg,27,28
27696,Villiers-en-Désœuvre,CA Seine Normandie Agglomération,27,28
27697,Vironvay,CA Seine-Eure,27,28
27698,Vitot,CC du Pays du Neubourg,27,28
27699,Voiscreville,CC Roumois Seine,27,28
27700,Vraiville,CA Seine-Eure,27,28
27701,Val-de-Reuil,CA Seine-Eure,27,28
28001,Abondant,CA du Pays de Dreux,28,24
28003,Allainville,CA du Pays de Dreux,28,24
28004,Allonnes,CA Chartres Métropole,28,24
28005,Alluyes,CC du Bonnevalais,28,24
28006,Amilly,CA Chartres Métropole,28,24
28007,Anet,CA du Pays de Dreux,28,24
28008,Ardelles,CA du Pays de Dreux,28,24
28009,Ardelu,CC Cœur de Beauce,28,24
28010,Argenvilliers,CC du Perche,28,24
28012,Commune nouvelle d'Arrou,CC du Grand Châteaudun,28,24
28013,Aunay-sous-Auneau,CC des Portes Euréliennes d'Île-de-France,28,24
28014,Aunay-sous-Crécy,CA du Pays de Dreux,28,24
28015,Auneau-Bleury-Saint-Symphorien,CC des Portes Euréliennes d'Île-de-France,28,24
28016,Les Autels-Villevillon,CC du Perche,28,24
28018,Authon-du-Perche,CC du Perche,28,24
28019,Baigneaux,CC Cœur de Beauce,28,24
28021,Bailleau-le-Pin,CC Entre Beauce et Perche,28,24
28022,Bailleau-l'Évêque,CA Chartres Métropole,28,24
28023,Bailleau-Armenonville,CC des Portes Euréliennes d'Île-de-France,28,24
28024,Barjouville,CA Chartres Métropole,28,24
28025,Barmainville,CC Cœur de Beauce,28,24
28026,Baudreville,CC Cœur de Beauce,28,24
28027,La Bazoche-Gouet,CC du Grand Châteaudun,28,24
28028,Bazoches-en-Dunois,CC Cœur de Beauce,28,24
28029,Bazoches-les-Hautes,CC Cœur de Beauce,28,24
28030,Beauche,CA du Pays de Dreux,28,24
28031,Beaumont-les-Autels,CC du Perche,28,24
28032,Beauvilliers,CC Cœur de Beauce,28,24
28033,Belhomert-Guéhouville,CC Terres de Perche,28,24
28034,Berchères-Saint-Germain,CA Chartres Métropole,28,24
28035,Berchères-les-Pierres,CA Chartres Métropole,28,24
28036,Berchères-sur-Vesgre,CA du Pays de Dreux,28,24
28037,Bérou-la-Mulotière,CA du Pays de Dreux,28,24
28038,Béthonvilliers,CC du Perche,28,24
28039,Béville-le-Comte,CC des Portes Euréliennes d'Île-de-France,28,24
28040,Billancelles,CC Entre Beauce et Perche,28,24
28041,Blandainville,CC Entre Beauce et Perche,28,24
28045,Boissy-en-Drouais,CA du Pays de Dreux,28,24
28046,Boissy-lès-Perche,CC des Forêts du Perche,28,24
28047,Boisville-la-Saint-Père,CA Chartres Métropole,28,24
28048,La Bourdinière-Saint-Loup,CA Chartres Métropole,28,24
28049,Boncé,CA Chartres Métropole,28,24
28050,Boncourt,CA du Pays de Dreux,28,24
28051,Bonneval,CC du Bonnevalais,28,24
28052,Bouglainval,CA Chartres Métropole,28,24
28053,Le Boullay-les-Deux-Églises,CA du Pays de Dreux,28,24
28054,Le Boullay-Mivoye,CA du Pays de Dreux,28,24
28055,Le Boullay-Thierry,CA du Pays de Dreux,28,24
28056,Boutigny-Prouais,CC du Pays Houdanais (C.C.P.H.),28,24
28057,Bouville,CC du Bonnevalais,28,24
28058,Bréchamps,CC des Portes Euréliennes d'Île-de-France,28,24
28059,Brezolles,CA du Pays de Dreux,28,24
28060,Briconville,CA Chartres Métropole,28,24
28061,Brou,CC du Grand Châteaudun,28,24
28062,Broué,CA du Pays de Dreux,28,24
28064,Bû,CA du Pays de Dreux,28,24
28065,Bullainville,CC du Bonnevalais,28,24
28067,Cernay,CC Entre Beauce et Perche,28,24
28068,Challet,CA Chartres Métropole,28,24
28070,Champhol,CA Chartres Métropole,28,24
28071,Champrond-en-Gâtine,CC Terres de Perche,28,24
28072,Champrond-en-Perchet,CC du Perche,28,24
28073,Champseru,CA Chartres Métropole,28,24
28074,La Chapelle-d'Aunainville,CC des Portes Euréliennes d'Île-de-France,28,24
28075,La Chapelle-du-Noyer,CC du Grand Châteaudun,28,24
28076,La Chapelle-Forainvilliers,CA du Pays de Dreux,28,24
