CODGEO,LIBGEO,LIBEPCI,DEP,REG
77119,Clos-Fontaine,CC Brie Nangissienne,77,11
77120,Cocherel,CC du Pays de l'Ourcq,77,11
77121,Collégien,CA Marne et Gondoire,77,11
77122,Combs-la-Ville,CA Grand Paris Sud Seine Essonne Sénart,77,11
77123,Compans,CA Roissy Pays de France,77,11
77124,Conches-sur-Gondoire,CA Marne et Gondoire,77,11
77125,Condé-Sainte-Libiaire,CA Coulommiers Pays de Brie,77,11
77126,Congis-sur-Thérouanne,CC du Pays de l'Ourcq,77,11
77127,Coubert,CC Brie des Rivières et Châteaux,77,11
77128,Couilly-Pont-aux-Dames,CA Coulommiers Pays de Brie,77,11
77129,Coulombs-en-Valois,CC du Pays de l'Ourcq,77,11
77130,Coulommes,CA Coulommiers Pays de Brie,77,11
77131,Coulommiers,CA Coulommiers Pays de Brie,77,11
77132,Coupvray,CA Val d'Europe Agglomération,77,11
77133,Courcelles-en-Bassée,CC Pays de Montereau,77,11
77134,Courchamp,CC du Provinois,77,11
77135,Courpalay,CC Val Briard,77,11
77136,Courquetaine,CC Brie des Rivières et Châteaux,77,11
77137,Courtacon,CC du Provinois,77,11
77138,Courtomer,CC Val Briard,77,11
77139,Courtry,CA Paris - Vallée de la Marne,77,11
77140,Coutençon,CC Bassée-Montois,77,11
77141,Coutevroult,CA Coulommiers Pays de Brie,77,11
77142,Crécy-la-Chapelle,CA Coulommiers Pays de Brie,77,11
77143,Crégy-lès-Meaux,CA du Pays de Meaux,77,11
77144,Crèvecœur-en-Brie,CC Val Briard,77,11
77145,Crisenoy,CC Brie des Rivières et Châteaux,77,11
77146,Croissy-Beaubourg,CA Paris - Vallée de la Marne,77,11
77147,La Croix-en-Brie,CC Brie Nangissienne,77,11
77148,Crouy-sur-Ourcq,CC du Pays de l'Ourcq,77,11
77150,Cuisy,CC Plaines et Monts de France,77,11
77151,Dagny,CA Coulommiers Pays de Brie,77,11
77152,Dammarie-les-Lys,CA Melun Val de Seine,77,11
77153,Dammartin-en-Goële,CA Roissy Pays de France,77,11
77154,Dammartin-sur-Tigeaux,CA Coulommiers Pays de Brie,77,11
77155,Dampmart,CA Marne et Gondoire,77,11
77156,Darvault,CC Pays de Nemours,77,11
77157,Dhuisy,CC du Pays de l'Ourcq,77,11
77158,Diant,CC Pays de Montereau,77,11
77159,Donnemarie-Dontilly,CC Bassée-Montois,77,11
77161,Dormelles,CC Moret Seine et Loing,77,11
77162,Doue,CC des Deux Morin,77,11
77163,Douy-la-Ramée,CC du Pays de l'Ourcq,77,11
77164,Échouboulains,CC Brie des Rivières et Châteaux,77,11
77165,Les Écrennes,CC Brie des Rivières et Châteaux,77,11
77167,Égligny,CC Bassée-Montois,77,11
77168,Égreville,CC Gâtinais Val de Loing,77,11
77169,Émerainville,CA Paris - Vallée de la Marne,77,11
77171,Esbly,CA Val d'Europe Agglomération,77,11
77172,Esmans,CC Pays de Montereau,77,11
77173,Étrépilly,CC du Pays de l'Ourcq,77,11
77174,Everly,CC Bassée-Montois,77,11
77175,Évry-Grégy-sur-Yerre,CC Brie des Rivières et Châteaux,77,11
77176,Faremoutiers,CA Coulommiers Pays de Brie,77,11
77177,Favières,CC Val Briard,77,11
77178,Faÿ-lès-Nemours,CC Pays de Nemours,77,11
77179,Féricy,CC Brie des Rivières et Châteaux,77,11
77180,Férolles-Attilly,CC Les Portes Briardes entre Villes et Forêts,77,11
77181,Ferrières-en-Brie,CA Marne et Gondoire,77,11
77182,La Ferté-Gaucher,CC des Deux Morin,77,11
77183,La Ferté-sous-Jouarre,CA Coulommiers Pays de Brie,77,11
77184,Flagy,CC Moret Seine et Loing,77,11
77185,Fleury-en-Bière,CA du Pays de Fontainebleau,77,11
77186,Fontainebleau,CA du Pays de Fontainebleau,77,11
77187,Fontaine-Fourches,CC Bassée-Montois,77,11
77188,Fontaine-le-Port,CC Brie des Rivières et Châteaux,77,11
77190,Fontains,CC Brie Nangissienne,77,11
77191,Fontenailles,CC Brie Nangissienne,77,11
77192,Fontenay-Trésigny,CC Val Briard,77,11
77193,Forfry,CA du Pays de Meaux,77,11
77194,Forges,CC Pays de Montereau,77,11
77195,Fouju,CC Brie des Rivières et Châteaux,77,11
77196,Fresnes-sur-Marne,CC Plaines et Monts de France,77,11
77197,Frétoy,CC du Provinois,77,11
77198,Fromont,CC Pays de Nemours,77,11
77199,Fublaines,CA du Pays de Meaux,77,11
77200,Garentreville,CC Pays de Nemours,77,11
77201,Gastins,CC Brie Nangissienne,77,11
77202,La Genevraye,CC Moret Seine et Loing,77,11
77203,Germigny-l'Évêque,CA du Pays de Meaux,77,11
77204,Germigny-sous-Coulombs,CC du Pays de l'Ourcq,77,11
77205,Gesvres-le-Chapitre,CA du Pays de Meaux,77,11
77206,Giremoutiers,CA Coulommiers Pays de Brie,77,11
77207,Gironville,CC Gâtinais Val de Loing,77,11
77208,Gouaix,CC Bassée-Montois,77,11
77209,Gouvernes,CA Marne et Gondoire,77,11
77210,La Grande-Paroisse,CC Pays de Montereau,77,11
77211,Grandpuits-Bailly-Carrois,CC Brie Nangissienne,77,11
77212,Gravon,CC Bassée-Montois,77,11
77214,Gressy,CA Roissy Pays de France,77,11
77215,Gretz-Armainvilliers,CC Les Portes Briardes entre Villes et Forêts,77,11
77216,Grez-sur-Loing,CC Pays de Nemours,77,11
77217,Grisy-Suisnes,CC Brie des Rivières et Châteaux,77,11
77218,Grisy-sur-Seine,CC Bassée-Montois,77,11
77219,Guérard,CA Coulommiers Pays de Brie,77,11
77220,Guercheville,CC Pays de Nemours,77,11
77221,Guermantes,CA Marne et Gondoire,77,11
77222,Guignes,CC Brie des Rivières et Châteaux,77,11
77223,Gurcy-le-Châtel,CC Bassée-Montois,77,11
77224,Hautefeuille,CA Coulommiers Pays de Brie,77,11
77225,La Haute-Maison,CA Coulommiers Pays de Brie,77,11
77226,Héricy,CA du Pays de Fontainebleau,77,11
77227,Hermé,CC Bassée-Montois,77,11
77228,Hondevilliers,CC des Deux Morin,77,11
77229,La Houssaye-en-Brie,CC Val Briard,77,11
77230,Ichy,CC Gâtinais Val de Loing,77,11
77231,Isles-les-Meldeuses,CC du Pays de l'Ourcq,77,11
77232,Isles-lès-Villenoy,CA du Pays de Meaux,77,11
77233,Iverny,CC Plaines et Monts de France,77,11
77234,Jablines,CA Marne et Gondoire,77,11
77235,Jaignes,CC du Pays de l'Ourcq,77,11
77236,Jaulnes,CC Bassée-Montois,77,11
77237,Jossigny,CA Marne et Gondoire,77,11
77238,Jouarre,CA Coulommiers Pays de Brie,77,11
77239,Jouy-le-Châtel,CC du Provinois,77,11
77240,Jouy-sur-Morin,CC des Deux Morin,77,11
77241,Juilly,CA Roissy Pays de France,77,11
77242,Jutigny,CC Bassée-Montois,77,11
77243,Lagny-sur-Marne,CA Marne et Gondoire,77,11
77244,Larchant,CC Pays de Nemours,77,11
77245,Laval-en-Brie,CC Pays de Montereau,77,11
77246,Léchelle,CC du Provinois,77,11
77247,Lescherolles,CC des Deux Morin,77,11
77248,Lesches,CA Marne et Gondoire,77,11
77249,Lésigny,CC Les Portes Briardes entre Villes et Forêts,77,11
77250,Leudon-en-Brie,CC des Deux Morin,77,11
77251,Lieusaint,CA Grand Paris Sud Seine Essonne Sénart,77,11
77252,Limoges-Fourches,CA Melun Val de Seine,77,11
77253,Lissy,CA Melun Val de Seine,77,11
77254,Liverdy-en-Brie,CC Val Briard,77,11
77255,Livry-sur-Seine,CA Melun Val de Seine,77,11
77256,Lizines,CC Bassée-Montois,77,11
77257,Lizy-sur-Ourcq,CC du Pays de l'Ourcq,77,11
77258,Lognes,CA Paris - Vallée de la Marne,77,11
77259,Longperrier,CA Roissy Pays de France,77,11
77260,Longueville,CC du Provinois,77,11
77261,Lorrez-le-Bocage-Préaux,CC Gâtinais Val de Loing,77,11
77262,Louan-Villegruis-Fontaine,CC du Provinois,77,11
77263,Luisetaines,CC Bassée-Montois,77,11
77264,Lumigny-Nesles-Ormeaux,CC Val Briard,77,11
77265,Luzancy,CA Coulommiers Pays de Brie,77,11
77266,Machault,CC Brie des Rivières et Châteaux,77,11
77267,La Madeleine-sur-Loing,CC Gâtinais Val de Loing,77,11
77268,Magny-le-Hongre,CA Val d'Europe Agglomération,77,11
77269,Maincy,CA Melun Val de Seine,77,11
77270,Maisoncelles-en-Brie,CA Coulommiers Pays de Brie,77,11
77271,Maisoncelles-en-Gâtinais,CC Gâtinais Val de Loing,77,11
77272,Maison-Rouge,CC du Provinois,77,11
77273,Marchémoret,CC Plaines et Monts de France,77,11
77274,Marcilly,CC du Pays de l'Ourcq,77,11
77275,Les Marêts,CC du Provinois,77,11
77276,Mareuil-lès-Meaux,CA du Pays de Meaux,77,11
77277,Marles-en-Brie,CC Val Briard,77,11
77278,Marolles-en-Brie,CA Coulommiers Pays de Brie,77,11
77279,Marolles-sur-Seine,CC Pays de Montereau,77,11
77280,Mary-sur-Marne,CC du Pays de l'Ourcq,77,11
77281,Mauperthuis,CA Coulommiers Pays de Brie,77,11
77282,Mauregard,CA Roissy Pays de France,77,11
77283,May-en-Multien,CC du Pays de l'Ourcq,77,11
77284,Meaux,CA du Pays de Meaux,77,11
77285,Le Mée-sur-Seine,CA Melun Val de Seine,77,11
77286,Meigneux,CC Bassée-Montois,77,11
77287,Meilleray,CC des Deux Morin,77,11
77288,Melun,CA Melun Val de Seine,77,11
77289,Melz-sur-Seine,CC du Provinois,77,11
77290,Méry-sur-Marne,CA Coulommiers Pays de Brie,77,11
77291,Le Mesnil-Amelot,CA Roissy Pays de France,77,11
77292,Messy,CC Plaines et Monts de France,77,11
77293,Misy-sur-Yonne,CC Pays de Montereau,77,11
77294,Mitry-Mory,CA Roissy Pays de France,77,11
77295,Moisenay,CC Brie des Rivières et Châteaux,77,11
77296,Moissy-Cramayel,CA Grand Paris Sud Seine Essonne Sénart,77,11
77297,Mondreville,CC Gâtinais Val de Loing,77,11
77298,Mons-en-Montois,CC Bassée-Montois,77,11
77300,Montceaux-lès-Meaux,CA du Pays de Meaux,77,11
77301,Montceaux-lès-Provins,CC du Provinois,77,11
77302,Montcourt-Fromonville,CC Pays de Nemours,77,11
77303,Montdauphin,CC des Deux Morin,77,11
77304,Montenils,CC des Deux Morin,77,11
77305,Montereau-Fault-Yonne,CC Pays de Montereau,77,11
77306,Montereau-sur-le-Jard,CA Melun Val de Seine,77,11
77307,Montévrain,CA Marne et Gondoire,77,11
77308,Montgé-en-Goële,CC Plaines et Monts de France,77,11
77309,Monthyon,CA du Pays de Meaux,77,11
77310,Montigny-le-Guesdier,CC Bassée-Montois,77,11
77311,Montigny-Lencoup,CC Bassée-Montois,77,11
77312,Montigny-sur-Loing,CC Moret Seine et Loing,77,11
77313,Montmachoux,CC Pays de Montereau,77,11
77314,Montolivet,CC des Deux Morin,77,11
77315,Montry,CA Val d'Europe Agglomération,77,11
77316,Moret-Loing-et-Orvanne,CC Moret Seine et Loing,77,11
77317,Mormant,CC Brie Nangissienne,77,11
77318,Mortcerf,CC Val Briard,77,11
77319,Mortery,CC du Provinois,77,11
77320,Mouroux,CA Coulommiers Pays de Brie,77,11
77321,Mousseaux-lès-Bray,CC Bassée-Montois,77,11
77322,Moussy-le-Neuf,CA Roissy Pays de France,77,11
77323,Moussy-le-Vieux,CA Roissy Pays de France,77,11
77325,Mouy-sur-Seine,CC Bassée-Montois,77,11
77326,Nandy,CA Grand Paris Sud Seine Essonne Sénart,77,11
77327,Nangis,CC Brie Nangissienne,77,11
77328,Nanteau-sur-Essonne,CC Pays de Nemours,77,11
77329,Nanteau-sur-Lunain,CC Moret Seine et Loing,77,11
77330,Nanteuil-lès-Meaux,CA du Pays de Meaux,77,11
77331,Nanteuil-sur-Marne,CA Coulommiers Pays de Brie,77,11
77332,Nantouillet,CC Plaines et Monts de France,77,11
77333,Nemours,CC Pays de Nemours,77,11
77335,Chauconin-Neufmontiers,CA du Pays de Meaux,77,11
77336,Neufmoutiers-en-Brie,CC Val Briard,77,11
77337,Noisiel,CA Paris - Vallée de la Marne,77,11
77338,Noisy-Rudignon,CC Pays de Montereau,77,11
77339,Noisy-sur-École,CA du Pays de Fontainebleau,77,11
77340,Nonville,CC Moret Seine et Loing,77,11
77341,Noyen-sur-Seine,CC Bassée-Montois,77,11
77342,Obsonville,CC Gâtinais Val de Loing,77,11
77343,Ocquerre,CC du Pays de l'Ourcq,77,11
77344,Oissery,CC Plaines et Monts de France,77,11
77345,Orly-sur-Morin,CC des Deux Morin,77,11
77347,Les Ormes-sur-Voulzie,CC Bassée-Montois,77,11
77348,Ormesson,CC Pays de Nemours,77,11
77349,Othis,CA Roissy Pays de France,77,11
77350,Ozoir-la-Ferrière,CC Les Portes Briardes entre Villes et Forêts,77,11
77352,Ozouer-le-Voulgis,CC Brie des Rivières et Châteaux,77,11
77353,Paley,CC Moret Seine et Loing,77,11
77354,Pamfou,CC Brie des Rivières et Châteaux,77,11
77355,Paroy,CC Bassée-Montois,77,11
77356,Passy-sur-Seine,CC Bassée-Montois,77,11
77357,Pécy,CC Val Briard,77,11
77358,Penchard,CA du Pays de Meaux,77,11
77359,Perthes,CA du Pays de Fontainebleau,77,11
77360,Pézarches,CA Coulommiers Pays de Brie,77,11
77361,Pierre-Levée,CA Coulommiers Pays de Brie,77,11
77363,Le Pin,CC Plaines et Monts de France,77,11
77364,Le Plessis-aux-Bois,CC Plaines et Monts de France,77,11
77365,Le Plessis-Feu-Aussoux,CC Val Briard,77,11
77366,Le Plessis-l'Évêque,CC Plaines et Monts de France,77,11
77367,Le Plessis-Placy,CC du Pays de l'Ourcq,77,11
77368,Poigny,CC du Provinois,77,11
77369,Poincy,CA du Pays de Meaux,77,11
77370,Poligny,CC Gâtinais Val de Loing,77,11
77371,Pommeuse,CA Coulommiers Pays de Brie,77,11
77372,Pomponne,CA Marne et Gondoire,77,11
77373,Pontault-Combault,CA Paris - Vallée de la Marne,77,11
77374,Pontcarré,CA Marne et Gondoire,77,11
77376,Précy-sur-Marne,CC Plaines et Monts de France,77,11
77377,Presles-en-Brie,CC Val Briard,77,11
77378,Pringy,CA Melun Val de Seine,77,11
77379,Provins,CC du Provinois,77,11
77380,Puisieux,CC du Pays de l'Ourcq,77,11
77381,Quiers,CC Brie Nangissienne,77,11
77382,Quincy-Voisins,CA du Pays de Meaux,77,11
77383,Rampillon,CC Brie Nangissienne,77,11
77384,Réau,CA Grand Paris Sud Seine Essonne Sénart,77,11
77385,Rebais,CC des Deux Morin,77,11
77386,Recloses,CA du Pays de Fontainebleau,77,11
77387,Remauville,CC Moret Seine et Loing,77,11
77388,Reuil-en-Brie,CA Coulommiers Pays de Brie,77,11
77389,La Rochette,CA Melun Val de Seine,77,11
77390,Roissy-en-Brie,CA Paris - Vallée de la Marne,77,11
77391,Rouilly,CC du Provinois,77,11
77392,Rouvres,CA Roissy Pays de France,77,11
77393,Rozay-en-Brie,CC Val Briard,77,11
77394,Rubelles,CA Melun Val de Seine,77,11
77395,Rumont,CC Pays de Nemours,77,11
77396,Rupéreux,CC du Provinois,77,11
77397,Saâcy-sur-Marne,CA Coulommiers Pays de Brie,77,11
77398,Sablonnières,CC des Deux Morin,77,11
77400,Saint-Augustin,CA Coulommiers Pays de Brie,77,11
77401,Sainte-Aulde,CA Coulommiers Pays de Brie,77,11
77402,Saint-Barthélemy,CC des Deux Morin,77,11
77403,Saint-Brice,CC du Provinois,77,11
77404,Sainte-Colombe,CC du Provinois,77,11
77405,Saint-Cyr-sur-Morin,CC des Deux Morin,77,11
77406,Saint-Denis-lès-Rebais,CC des Deux Morin,77,11
77407,Saint-Fargeau-Ponthierry,CA Melun Val de Seine,77,11
77408,Saint-Fiacre,CA du Pays de Meaux,77,11
77409,Saint-Germain-Laval,CC Pays de Montereau,77,11
77410,Saint-Germain-Laxis,CA Melun Val de Seine,77,11
77411,Saint-Germain-sous-Doue,CC des Deux Morin,77,11
77412,Saint-Germain-sur-École,CA du Pays de Fontainebleau,77,11
77413,Saint-Germain-sur-Morin,CA Val d'Europe Agglomération,77,11
77414,Saint-Hilliers,CC du Provinois,77,11
77415,Saint-Jean-les-Deux-Jumeaux,CA Coulommiers Pays de Brie,77,11
77416,Saint-Just-en-Brie,CC Brie Nangissienne,77,11
77417,Saint-Léger,CC des Deux Morin,77,11
77418,Saint-Loup-de-Naud,CC du Provinois,77,11
77419,Saint-Mammès,CC Moret Seine et Loing,77,11
77420,Saint-Mard,CA Roissy Pays de France,77,11
77421,Saint-Mars-Vieux-Maisons,CC des Deux Morin,77,11
77423,Saint-Martin-des-Champs,CC des Deux Morin,77,11
77424,Saint-Martin-du-Boschet,CC du Provinois,77,11
77425,Saint-Martin-en-Bière,CA du Pays de Fontainebleau,77,11
77426,Saint-Méry,CC Brie des Rivières et Châteaux,77,11
77427,Saint-Mesmes,CC Plaines et Monts de France,77,11
77428,Saint-Ouen-en-Brie,CC Brie Nangissienne,77,11
77429,Saint-Ouen-sur-Morin,CC des Deux Morin,77,11
77430,Saint-Pathus,CC Plaines et Monts de France,77,11
77431,Saint-Pierre-lès-Nemours,CC Pays de Nemours,77,11
77432,Saint-Rémy-la-Vanne,CC des Deux Morin,77,11
77433,Beautheil-Saints,CA Coulommiers Pays de Brie,77,11
77434,Saint-Sauveur-lès-Bray,CC Bassée-Montois,77,11
77435,Saint-Sauveur-sur-École,CA du Pays de Fontainebleau,77,11
77436,Saint-Siméon,CC des Deux Morin,77,11
77437,Saint-Soupplets,CA du Pays de Meaux,77,11
77438,Saint-Thibault-des-Vignes,CA Marne et Gondoire,77,11
77439,Salins,CC Pays de Montereau,77,11
77440,Sammeron,CA Coulommiers Pays de Brie,77,11
77441,Samois-sur-Seine,CA du Pays de Fontainebleau,77,11
77442,Samoreau,CA du Pays de Fontainebleau,77,11
77443,Sancy,CA Coulommiers Pays de Brie,77,11
77444,Sancy-lès-Provins,CC du Provinois,77,11
77445,Savigny-le-Temple,CA Grand Paris Sud Seine Essonne Sénart,77,11
77446,Savins,CC Bassée-Montois,77,11
77447,Seine-Port,CA Melun Val de Seine,77,11
77448,Sept-Sorts,CA Coulommiers Pays de Brie,77,11
77449,Serris,CA Val d'Europe Agglomération,77,11
77450,Servon,CC l'Orée de la Brie,77,11
77451,Signy-Signets,CA Coulommiers Pays de Brie,77,11
77452,Sigy,CC Bassée-Montois,77,11
77453,Sivry-Courtry,CC Brie des Rivières et Châteaux,77,11
77454,Sognolles-en-Montois,CC Bassée-Montois,77,11
77455,Soignolles-en-Brie,CC Brie des Rivières et Châteaux,77,11
77456,Soisy-Bouy,CC du Provinois,77,11
77457,Solers,CC Brie des Rivières et Châteaux,77,11
77458,Souppes-sur-Loing,CC Gâtinais Val de Loing,77,11
77459,Sourdun,CC du Provinois,77,11
77460,Tancrou,CC du Pays de l'Ourcq,77,11
77461,Thénisy,CC Bassée-Montois,77,11
77462,Thieux,CA Roissy Pays de France,77,11
77463,Thomery,CC Moret Seine et Loing,77,11
77464,Thorigny-sur-Marne,CA Marne et Gondoire,77,11
77465,Thoury-Férottes,CC Pays de Montereau,77,11
77466,Tigeaux,CA Coulommiers Pays de Brie,77,11
77467,La Tombe,CC Bassée-Montois,77,11
77468,Torcy,CA Paris - Vallée de la Marne,77,11
77469,Touquin,CA Coulommiers Pays de Brie,77,11
77470,Tournan-en-Brie,CC Les Portes Briardes entre Villes et Forêts,77,11
77471,Tousson,CA du Pays de Fontainebleau,77,11
77472,La Trétoire,CC des Deux Morin,77,11
77473,Treuzy-Levelay,CC Moret Seine et Loing,77,11
77474,Trilbardou,CA du Pays de Meaux,77,11
77475,Trilport,CA du Pays de Meaux,77,11
77476,Trocy-en-Multien,CC du Pays de l'Ourcq,77,11
77477,Ury,CA du Pays de Fontainebleau,77,11
77478,Ussy-sur-Marne,CA Coulommiers Pays de Brie,77,11
77479,Vaires-sur-Marne,CA Paris - Vallée de la Marne,77,11
77480,Valence-en-Brie,CC Brie des Rivières et Châteaux,77,11
77481,Vanvillé,CC Brie Nangissienne,77,11
77482,Varennes-sur-Seine,CC Pays de Montereau,77,11
77483,Varreddes,CA du Pays de Meaux,77,11
77484,Vaucourtois,CA Coulommiers Pays de Brie,77,11
77485,Le Vaudoué,CA du Pays de Fontainebleau,77,11
77486,Vaudoy-en-Brie,CC Val Briard,77,11
77487,Vaux-le-Pénil,CA Melun Val de Seine,77,11
77489,Vaux-sur-Lunain,CC Gâtinais Val de Loing,77,11
77490,Vendrest,CC du Pays de l'Ourcq,77,11
77492,Verdelot,CC des Deux Morin,77,11
77493,Verneuil-l'Étang,CC Brie Nangissienne,77,11
77494,Vernou-la-Celle-sur-Seine,CC Moret Seine et Loing,77,11
77495,Vert-Saint-Denis,CA Grand Paris Sud Seine Essonne Sénart,77,11
77496,Vieux-Champagne,CC Brie Nangissienne,77,11
77498,Vignely,CA du Pays de Meaux,77,11
77500,Villebéon,CC Gâtinais Val de Loing,77,11
77501,Villecerf,CC Moret Seine et Loing,77,11
77504,Villemaréchal,CC Moret Seine et Loing,77,11
77505,Villemareuil,CA du Pays de Meaux,77,11
77506,Villemer,CC Moret Seine et Loing,77,11
77507,Villenauxe-la-Petite,CC Bassée-Montois,77,11
77508,Villeneuve-le-Comte,CA Val d'Europe Agglomération,77,11
77509,Villeneuve-les-Bordes,CC Bassée-Montois,77,11
77510,Villeneuve-Saint-Denis,CA Val d'Europe Agglomération,77,11
77511,Villeneuve-sous-Dammartin,CA Roissy Pays de France,77,11
77512,Villeneuve-sur-Bellot,CC des Deux Morin,77,11
77513,Villenoy,CA du Pays de Meaux,77,11
77514,Villeparisis,CA Roissy Pays de France,77,11
77515,Villeroy,CC Plaines et Monts de France,77,11
77516,Ville-Saint-Jacques,CC Moret Seine et Loing,77,11
77517,Villevaudé,CC Plaines et Monts de France,77,11
77518,Villiers-en-Bière,CA Melun Val de Seine,77,11
77519,Villiers-Saint-Georges,CC du Provinois,77,11
77520,Villiers-sous-Grez,CC Pays de Nemours,77,11
77521,Villiers-sur-Morin,CA Coulommiers Pays de Brie,77,11
77522,Villiers-sur-Seine,CC Bassée-Montois,77,11
77523,Villuis,CC Bassée-Montois,77,11
77524,Vimpelles,CC Bassée-Montois,77,11
77525,Vinantes,CC Plaines et Monts de France,77,11
77526,Vincy-Manœuvre,CC du Pays de l'Ourcq,77,11
77527,Voinsles,CC Val Briard,77,11
77528,Voisenon,CA Melun Val de Seine,77,11
77529,Voulangis,CA Coulommiers Pays de Brie,77,11
77530,Voulton,CC du Provinois,77,11
77531,Voulx,CC Pays de Montereau,77,11
77532,Vulaines-lès-Provins,CC du Provinois,77,11
77533,Vulaines-sur-Seine,CA du Pays de Fontainebleau,77,11
77534,Yèbles,CC Brie des Rivières et Châteaux,77,11
78003,Ablis,CA Rambouillet Territoires,78,11
78005,Achères,CU Grand Paris Seine et Oise,78,11
78006,Adainville,CC du Pays Houdanais (C.C.P.H.),78,11
78007,Aigremont,CA Saint-Germain Boucles de Seine,78,11
78009,Allainville,CA Rambouillet Territoires,78,11
78010,Les Alluets-le-Roi,CU Grand Paris Seine et Oise,78,11
78013,Andelu,CC Gally Mauldre,78,11
78015,Andrésy,CU Grand Paris Seine et Oise,78,11
78020,Arnouville-lès-Mantes,CU Grand Paris Seine et Oise,78,11
78029,Aubergenville,CU Grand Paris Seine et Oise,78,11
78030,Auffargis,CA Rambouillet Territoires,78,11
78031,Auffreville-Brasseuil,CU Grand Paris Seine et Oise,78,11
78033,Aulnay-sur-Mauldre,CU Grand Paris Seine et Oise,78,11
78034,Auteuil,CC Cœur d'Yvelines,78,11
78036,Autouillet,CC Cœur d'Yvelines,78,11
78043,Bailly,CA Versailles Grand Parc (C.A.V.G.P.),78,11
78048,Bazainville,CC du Pays Houdanais (C.C.P.H.),78,11
78049,Bazemont,CC Gally Mauldre,78,11
78050,Bazoches-sur-Guyonne,CC Cœur d'Yvelines,78,11
78053,Béhoust,CC Cœur d'Yvelines,78,11
78057,Bennecourt,CC Les Portes de l'Ile de France,78,11
78062,Beynes,CC Cœur d'Yvelines,78,11
78068,Blaru,CC Les Portes de l'Ile de France,78,11
78070,Boinville-en-Mantois,CU Grand Paris Seine et Oise,78,11
78071,Boinville-le-Gaillard,CA Rambouillet Territoires,78,11
78072,Boinvilliers,CC du Pays Houdanais (C.C.P.H.),78,11
78073,Bois-d'Arcy,CA Versailles Grand Parc (C.A.V.G.P.),78,11
78076,Boissets,CC du Pays Houdanais (C.C.P.H.),78,11
78077,La Boissière-École,CA Rambouillet Territoires,78,11
78082,Boissy-Mauvoisin,CC Les Portes de l'Ile de France,78,11
78084,Boissy-sans-Avoir,CC Cœur d'Yvelines,78,11
78087,Bonnelles,CA Rambouillet Territoires,78,11
78089,Bonnières-sur-Seine,CC Les Portes de l'Ile de France,78,11
78090,Bouafle,CU Grand Paris Seine et Oise,78,11
78092,Bougival,CA Versailles Grand Parc (C.A.V.G.P.),78,11
78096,Bourdonné,CC du Pays Houdanais (C.C.P.H.),78,11
78104,Breuil-Bois-Robert,CU Grand Paris Seine et Oise,78,11
78107,Bréval,CC Les Portes de l'Ile de France,78,11
78108,Les Bréviaires,CA Rambouillet Territoires,78,11
78113,Brueil-en-Vexin,CU Grand Paris Seine et Oise,78,11
78117,Buc,CA Versailles Grand Parc (C.A.V.G.P.),78,11
78118,Buchelay,CU Grand Paris Seine et Oise,78,11
78120,Bullion,CA Rambouillet Territoires,78,11
78123,Carrières-sous-Poissy,CU Grand Paris Seine et Oise,78,11
78124,Carrières-sur-Seine,CA Saint-Germain Boucles de Seine,78,11
78125,La Celle-les-Bordes,CA Rambouillet Territoires,78,11
78126,La Celle-Saint-Cloud,CA Versailles Grand Parc (C.A.V.G.P.),78,11
78128,Cernay-la-Ville,CA Rambouillet Territoires,78,11
78133,Chambourcy,CA Saint-Germain Boucles de Seine,78,11
78138,Chanteloup-les-Vignes,CU Grand Paris Seine et Oise,78,11
78140,Chapet,CU Grand Paris Seine et Oise,78,11
78143,Châteaufort,CA Versailles Grand Parc (C.A.V.G.P.),78,11
78146,Chatou,CA Saint-Germain Boucles de Seine,78,11
78147,Chaufour-lès-Bonnières,CC Les Portes de l'Ile de France,78,11
78152,Chavenay,CC Gally Mauldre,78,11
78158,Le Chesnay-Rocquencourt,CA Versailles Grand Parc (C.A.V.G.P.),78,11
78160,Chevreuse,CC de la Haute Vallée de Chevreuse,78,11
78162,Choisel,CC de la Haute Vallée de Chevreuse,78,11
78163,Civry-la-Forêt,CC du Pays Houdanais (C.C.P.H.),78,11
78164,Clairefontaine-en-Yvelines,CA Rambouillet Territoires,78,11
78165,Les Clayes-sous-Bois,CA de Saint-Quentin-en-Yvelines,78,11
78168,Coignières,CA de Saint-Quentin-en-Yvelines,78,11
78171,Condé-sur-Vesgre,CC du Pays Houdanais (C.C.P.H.),78,11
78172,Conflans-Sainte-Honorine,CU Grand Paris Seine et Oise,78,11
78185,Courgent,CC du Pays Houdanais (C.C.P.H.),78,11
78188,Cravent,CC Les Portes de l'Ile de France,78,11
78189,Crespières,CC Gally Mauldre,78,11
78190,Croissy-sur-Seine,CA Saint-Germain Boucles de Seine,78,11
78192,Dammartin-en-Serve,CC du Pays Houdanais (C.C.P.H.),78,11
78193,Dampierre-en-Yvelines,CC de la Haute Vallée de Chevreuse,78,11
78194,Dannemarie,CC du Pays Houdanais (C.C.P.H.),78,11
78196,Davron,CC Gally Mauldre,78,11
78202,Drocourt,CU Grand Paris Seine et Oise,78,11
78206,Ecquevilly,CU Grand Paris Seine et Oise,78,11
78208,Élancourt,CA de Saint-Quentin-en-Yvelines,78,11
78209,Émancé,CA Rambouillet Territoires,78,11
78217,Épône,CU Grand Paris Seine et Oise,78,11
78220,Les Essarts-le-Roi,CA Rambouillet Territoires,78,11
